input alg leaves trees k t1 t2 t3 timeout errorInFile
NewHybroVsNorbert2/00005_00000001.txt timeLimit1200-Alg-p8-w100-r 20 1 -20 0.002 0.001 0.0 False True
NewHybroVsNorbert2/00005_00000002.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.005 0.0 0.008 False False
NewHybroVsNorbert2/00005_00000003.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.004 0.003 0.0 False False
NewHybroVsNorbert2/00005_00000004.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.004 0.002 0.001 False False
NewHybroVsNorbert2/00005_00000005.txt timeLimit1200-Alg-p8-w100-r 20 1 -20 0.002 0.001 0.0 False True
NewHybroVsNorbert2/00005_00000006.txt timeLimit1200-Alg-p8-w100-r 20 1 -20 0.002 0.0 0.001 False True
NewHybroVsNorbert2/00005_00000007.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00005_00000008.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.003 0.0 0.003 False False
NewHybroVsNorbert2/00005_00000009.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.004 0.002 0.002 False False
NewHybroVsNorbert2/00005_00000010.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.008 0.009 0.003 False False
NewHybroVsNorbert2/00005_00000011.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.004 0.0 0.003 False False
NewHybroVsNorbert2/00005_00000012.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.007 0.004 0.012 False False
NewHybroVsNorbert2/00005_00000013.txt timeLimit1200-Alg-p8-w100-r 20 5 3 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00005_00000014.txt timeLimit1200-Alg-p8-w100-r 20 5 3 0.004 0.0 0.004 False False
NewHybroVsNorbert2/00005_00000015.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.004 0.003 0.0 False False
NewHybroVsNorbert2/00005_00000016.txt timeLimit1200-Alg-p8-w100-r 20 5 3 0.005 0.006 0.0 False False
NewHybroVsNorbert2/00005_00000017.txt timeLimit1200-Alg-p8-w100-r 20 5 3 0.004 0.0 0.004 False False
NewHybroVsNorbert2/00005_00000018.txt timeLimit1200-Alg-p8-w100-r 20 5 3 0.01 0.005 0.013 False False
NewHybroVsNorbert2/00005_00000019.txt timeLimit1200-Alg-p8-w100-r 20 5 4 0.005 0.0 0.008 False False
NewHybroVsNorbert2/00005_00000020.txt timeLimit1200-Alg-p8-w100-r 20 5 4 0.006 0.0 0.011 False False
NewHybroVsNorbert2/00005_00000021.txt timeLimit1200-Alg-p8-w100-r 20 5 3 0.011 0.004 0.017 False False
NewHybroVsNorbert2/00005_00000022.txt timeLimit1200-Alg-p8-w100-r 20 5 4 0.005 0.0 0.007 False False
NewHybroVsNorbert2/00005_00000023.txt timeLimit1200-Alg-p8-w100-r 20 5 4 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00005_00000024.txt timeLimit1200-Alg-p8-w100-r 20 5 3 0.004 0.0 0.005 False False
NewHybroVsNorbert2/00005_00000025.txt timeLimit1200-Alg-p8-w100-r 20 5 5 0.02 0.026 0.042 False False
NewHybroVsNorbert2/00005_00000026.txt timeLimit1200-Alg-p8-w100-r 20 5 4 0.005 0.0 0.006 False False
NewHybroVsNorbert2/00005_00000027.txt timeLimit1200-Alg-p8-w100-r 20 5 4 0.008 0.008 0.008 False False
NewHybroVsNorbert2/00005_00000028.txt timeLimit1200-Alg-p8-w100-r 20 5 4 0.005 0.005 0.005 False False
NewHybroVsNorbert2/00005_00000029.txt timeLimit1200-Alg-p8-w100-r 20 5 4 0.011 0.017 0.013 False False
NewHybroVsNorbert2/00005_00000030.txt timeLimit1200-Alg-p8-w100-r 20 5 4 0.012 0.017 0.017 False False
NewHybroVsNorbert2/00005_00000031.txt timeLimit1200-Alg-p8-w100-r 20 5 5 0.016 0.036 0.018 False False
NewHybroVsNorbert2/00005_00000032.txt timeLimit1200-Alg-p8-w100-r 20 5 5 0.015 0.025 0.005 False False
NewHybroVsNorbert2/00005_00000033.txt timeLimit1200-Alg-p8-w100-r 20 5 5 0.016 0.022 0.022 False False
NewHybroVsNorbert2/00005_00000034.txt timeLimit1200-Alg-p8-w100-r 20 5 5 0.006 0.01 0.0 False False
NewHybroVsNorbert2/00005_00000035.txt timeLimit1200-Alg-p8-w100-r 20 5 4 0.005 0.009 0.0 False False
NewHybroVsNorbert2/00005_00000036.txt timeLimit1200-Alg-p8-w100-r 20 5 5 0.005 0.0 0.01 False False
NewHybroVsNorbert2/00005_00000037.txt timeLimit1200-Alg-p8-w100-r 20 5 6 0.085 0.269 0.055 False False
NewHybroVsNorbert2/00005_00000038.txt timeLimit1200-Alg-p8-w100-r 20 5 4 0.005 0.007 0.0 False False
NewHybroVsNorbert2/00005_00000039.txt timeLimit1200-Alg-p8-w100-r 20 5 6 0.074 0.232 0.043 False False
NewHybroVsNorbert2/00005_00000040.txt timeLimit1200-Alg-p8-w100-r 20 5 4 0.005 0.0 0.009 False False
NewHybroVsNorbert2/00005_00000041.txt timeLimit1200-Alg-p8-w100-r 20 5 6 0.046 0.14 0.019 False False
NewHybroVsNorbert2/00005_00000042.txt timeLimit1200-Alg-p8-w100-r 20 5 6 0.006 0.009 0.0 False False
NewHybroVsNorbert2/00005_00000043.txt timeLimit1200-Alg-p8-w100-r 20 5 6 0.016 0.021 0.029 False False
NewHybroVsNorbert2/00005_00000044.txt timeLimit1200-Alg-p8-w100-r 20 5 6 0.008 0.009 0.009 False False
NewHybroVsNorbert2/00005_00000045.txt timeLimit1200-Alg-p8-w100-r 20 5 5 0.006 0.015 0.0 False False
NewHybroVsNorbert2/00005_00000046.txt timeLimit1200-Alg-p8-w100-r 20 5 8 0.391 1.323 0.228 False False
NewHybroVsNorbert2/00005_00000047.txt timeLimit1200-Alg-p8-w100-r 20 5 7 0.807 2.997 0.2 False False
NewHybroVsNorbert2/00005_00000048.txt timeLimit1200-Alg-p8-w100-r 20 5 5 0.056 0.109 0.101 False False
NewHybroVsNorbert2/00005_00000049.txt timeLimit1200-Alg-p8-w100-r 20 5 7 0.264 0.878 0.156 False False
NewHybroVsNorbert2/00005_00000050.txt timeLimit1200-Alg-p8-w100-r 20 5 6 0.047 0.162 0.009 False False
NewHybroVsNorbert2/00005_00000051.txt timeLimit1200-Alg-p8-w100-r 20 5 9 7.204 27.531 1.26 False False
NewHybroVsNorbert2/00005_00000052.txt timeLimit1200-Alg-p8-w100-r 20 5 5 0.015 0.032 0.016 False False
NewHybroVsNorbert2/00005_00000053.txt timeLimit1200-Alg-p8-w100-r 20 5 7 0.118 0.386 0.072 False False
NewHybroVsNorbert2/00005_00000054.txt timeLimit1200-Alg-p8-w100-r 20 5 7 0.223 0.715 0.163 False False
NewHybroVsNorbert2/00005_00000055.txt timeLimit1200-Alg-p8-w100-r 20 5 8 1.468 5.475 0.38 False False
NewHybroVsNorbert2/00005_00000056.txt timeLimit1200-Alg-p8-w100-r 20 5 9 2.735 10.245 0.676 False False
NewHybroVsNorbert2/00005_00000057.txt timeLimit1200-Alg-p8-w100-r 20 5 5 0.013 0.041 0.0 False False
NewHybroVsNorbert2/00005_00000058.txt timeLimit1200-Alg-p8-w100-r 20 5 7 0.038 0.129 0.008 False False
NewHybroVsNorbert2/00005_00000059.txt timeLimit1200-Alg-p8-w100-r 20 5 7 0.59 2.169 0.176 False False
NewHybroVsNorbert2/00005_00000060.txt timeLimit1200-Alg-p8-w100-r 20 5 6 0.018 0.02 0.008 False False
NewHybroVsNorbert2/00005_00000061.txt timeLimit1200-Alg-p8-w100-r 20 5 12 866.04 3305.599 157.213 False False
NewHybroVsNorbert2/00005_00000062.txt timeLimit1200-Alg-p8-w100-r 20 5 9 1.681 3.493 0.3 False False
NewHybroVsNorbert2/00005_00000063.txt timeLimit1200-Alg-p8-w100-r 20 5 8 0.427 1.422 0.176 False False
NewHybroVsNorbert2/00005_00000064.txt timeLimit1200-Alg-p8-w100-r 20 5 8 0.523 1.779 0.236 False False
NewHybroVsNorbert2/00005_00000065.txt timeLimit1200-Alg-p8-w100-r 20 5 10 31.804 120.089 7.062 False False
NewHybroVsNorbert2/00005_00000066.txt timeLimit1200-Alg-p8-w100-r 20 5 11 272.16 1040.629 47.543 False False
NewHybroVsNorbert2/00005_00000067.txt timeLimit1200-Alg-p8-w100-r 20 5 11 183.561 704.125 29.823 False False
NewHybroVsNorbert2/00005_00000068.txt timeLimit1200-Alg-p8-w100-r 20 5 9 6.324 23.239 1.42 False False
NewHybroVsNorbert2/00005_00000069.txt timeLimit1200-Alg-p8-w100-r 20 5 11 144.844 553.621 25.388 False False
NewHybroVsNorbert2/00005_00000070.txt timeLimit1200-Alg-p8-w100-r 20 5 9 6.466 24.96 0.879 False False
NewHybroVsNorbert2/00005_00000071.txt timeLimit1200-Alg-p8-w100-r 20 5 9 2.791 10.37 0.776 False False
NewHybroVsNorbert2/00005_00000072.txt timeLimit1200-Alg-p8-w100-r 20 5 8 1.956 7.164 0.644 False False
NewHybroVsNorbert2/00010_00000001.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.005 0.004 0.0 False False
NewHybroVsNorbert2/00010_00000002.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.004 0.003 0.0 False False
NewHybroVsNorbert2/00010_00000003.txt timeLimit1200-Alg-p8-w100-r 20 1 -20 0.027 0.001 0.0 False True
NewHybroVsNorbert2/00010_00000004.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.01 0.004 0.017 False False
NewHybroVsNorbert2/00010_00000005.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.006 0.003 0.006 False False
NewHybroVsNorbert2/00010_00000006.txt timeLimit1200-Alg-p8-w100-r 20 1 -20 0.002 0.001 0.0 False True
NewHybroVsNorbert2/00010_00000007.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.01 0.012 0.004 False False
NewHybroVsNorbert2/00010_00000008.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.004 0.001 0.002 False False
NewHybroVsNorbert2/00010_00000009.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.008 0.004 0.008 False False
NewHybroVsNorbert2/00010_00000010.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.004 0.003 0.001 False False
NewHybroVsNorbert2/00010_00000011.txt timeLimit1200-Alg-p8-w100-r 20 1 -20 0.002 0.001 0.0 False True
NewHybroVsNorbert2/00010_00000012.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.019 0.028 0.035 False False
NewHybroVsNorbert2/00010_00000013.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.004 0.0 0.005 False False
NewHybroVsNorbert2/00010_00000014.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.01 0.012 0.009 False False
NewHybroVsNorbert2/00010_00000015.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.005 0.006 0.0 False False
NewHybroVsNorbert2/00010_00000016.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.008 0.004 0.011 False False
NewHybroVsNorbert2/00010_00000017.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.005 0.004 0.004 False False
NewHybroVsNorbert2/00010_00000018.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.01 0.006 0.011 False False
NewHybroVsNorbert2/00010_00000019.txt timeLimit1200-Alg-p8-w100-r 20 10 4 0.005 0.007 0.0 False False
NewHybroVsNorbert2/00010_00000020.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.01 0.019 0.009 False False
NewHybroVsNorbert2/00010_00000021.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.007 0.005 0.0 False False
NewHybroVsNorbert2/00010_00000022.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.02 0.032 0.036 False False
NewHybroVsNorbert2/00010_00000023.txt timeLimit1200-Alg-p8-w100-r 20 10 4 0.017 0.024 0.031 False False
NewHybroVsNorbert2/00010_00000024.txt timeLimit1200-Alg-p8-w100-r 20 10 4 0.01 0.022 0.0 False False
NewHybroVsNorbert2/00010_00000025.txt timeLimit1200-Alg-p8-w100-r 20 10 5 0.025 0.068 0.015 False False
NewHybroVsNorbert2/00010_00000026.txt timeLimit1200-Alg-p8-w100-r 20 10 5 0.007 0.007 0.007 False False
NewHybroVsNorbert2/00010_00000027.txt timeLimit1200-Alg-p8-w100-r 20 10 5 0.015 0.039 0.004 False False
NewHybroVsNorbert2/00010_00000028.txt timeLimit1200-Alg-p8-w100-r 20 10 5 0.014 0.018 0.017 False False
NewHybroVsNorbert2/00010_00000029.txt timeLimit1200-Alg-p8-w100-r 20 10 5 0.012 0.035 0.0 False False
NewHybroVsNorbert2/00010_00000030.txt timeLimit1200-Alg-p8-w100-r 20 10 4 0.012 0.013 0.005 False False
NewHybroVsNorbert2/00010_00000031.txt timeLimit1200-Alg-p8-w100-r 20 10 4 0.01 0.011 0.005 False False
NewHybroVsNorbert2/00010_00000032.txt timeLimit1200-Alg-p8-w100-r 20 10 5 0.011 0.016 0.006 False False
NewHybroVsNorbert2/00010_00000033.txt timeLimit1200-Alg-p8-w100-r 20 10 5 0.015 0.031 0.013 False False
NewHybroVsNorbert2/00010_00000034.txt timeLimit1200-Alg-p8-w100-r 20 10 5 0.014 0.032 0.007 False False
NewHybroVsNorbert2/00010_00000035.txt timeLimit1200-Alg-p8-w100-r 20 10 5 0.007 0.014 0.0 False False
NewHybroVsNorbert2/00010_00000036.txt timeLimit1200-Alg-p8-w100-r 20 10 4 0.034 0.056 0.048 False False
NewHybroVsNorbert2/00010_00000037.txt timeLimit1200-Alg-p8-w100-r 20 10 7 0.644 2.404 0.156 False False
NewHybroVsNorbert2/00010_00000038.txt timeLimit1200-Alg-p8-w100-r 20 10 7 0.397 1.378 0.192 False False
NewHybroVsNorbert2/00010_00000039.txt timeLimit1200-Alg-p8-w100-r 20 10 6 0.065 0.192 0.049 False False
NewHybroVsNorbert2/00010_00000040.txt timeLimit1200-Alg-p8-w100-r 20 10 6 0.053 0.163 0.035 False False
NewHybroVsNorbert2/00010_00000041.txt timeLimit1200-Alg-p8-w100-r 20 10 6 0.068 0.233 0.016 False False
NewHybroVsNorbert2/00010_00000042.txt timeLimit1200-Alg-p8-w100-r 20 10 5 0.009 0.024 0.0 False False
NewHybroVsNorbert2/00010_00000043.txt timeLimit1200-Alg-p8-w100-r 20 10 7 0.343 1.278 0.08 False False
NewHybroVsNorbert2/00010_00000044.txt timeLimit1200-Alg-p8-w100-r 20 10 7 0.44 1.51 0.227 False False
NewHybroVsNorbert2/00010_00000045.txt timeLimit1200-Alg-p8-w100-r 20 10 6 0.074 0.219 0.062 False False
NewHybroVsNorbert2/00010_00000046.txt timeLimit1200-Alg-p8-w100-r 20 10 7 1.228 4.425 0.472 False False
NewHybroVsNorbert2/00010_00000047.txt timeLimit1200-Alg-p8-w100-r 20 10 6 0.063 0.189 0.044 False False
NewHybroVsNorbert2/00010_00000048.txt timeLimit1200-Alg-p8-w100-r 20 10 7 0.459 1.643 0.18 False False
NewHybroVsNorbert2/00010_00000049.txt timeLimit1200-Alg-p8-w100-r 20 10 9 5.618 21.644 0.8 False False
NewHybroVsNorbert2/00010_00000050.txt timeLimit1200-Alg-p8-w100-r 20 10 7 0.298 1.073 0.103 False False
NewHybroVsNorbert2/00010_00000051.txt timeLimit1200-Alg-p8-w100-r 20 10 8 6.942 26.632 1.108 False False
NewHybroVsNorbert2/00010_00000052.txt timeLimit1200-Alg-p8-w100-r 20 10 7 0.678 2.219 0.471 False False
NewHybroVsNorbert2/00010_00000053.txt timeLimit1200-Alg-p8-w100-r 20 10 6 0.103 0.299 0.078 False False
NewHybroVsNorbert2/00010_00000054.txt timeLimit1200-Alg-p8-w100-r 20 10 9 25.088 95.355 4.938 False False
NewHybroVsNorbert2/00010_00000055.txt timeLimit1200-Alg-p8-w100-r 20 10 8 5.556 21.507 0.692 False False
NewHybroVsNorbert2/00010_00000056.txt timeLimit1200-Alg-p8-w100-r 20 10 10 101.484 387.927 17.815 False False
NewHybroVsNorbert2/00010_00000057.txt timeLimit1200-Alg-p8-w100-r 20 10 8 3.805 14.581 0.616 False False
NewHybroVsNorbert2/00010_00000058.txt timeLimit1200-Alg-p8-w100-r 20 10 9 13.321 50.326 2.923 False False
NewHybroVsNorbert2/00010_00000059.txt timeLimit1200-Alg-p8-w100-r 20 10 9 18.319 70.422 2.808 False False
NewHybroVsNorbert2/00010_00000060.txt timeLimit1200-Alg-p8-w100-r 20 10 10 66.452 253.999 11.643 False False
NewHybroVsNorbert2/00010_00000061.txt timeLimit1200-Alg-p8-w100-r 20 10 9 27.239 103.515 5.083 False False
NewHybroVsNorbert2/00010_00000062.txt timeLimit1200-Alg-p8-w100-r 20 10 9 22.145 85.243 3.288 False False
NewHybroVsNorbert2/00010_00000063.txt timeLimit1200-Alg-p8-w100-r 20 10 9 13.075 49.462 2.8 False False
NewHybroVsNorbert2/00010_00000064.txt timeLimit1200-Alg-p8-w100-r 20 10 9 6.941 26.253 1.48 False False
NewHybroVsNorbert2/00010_00000065.txt timeLimit1200-Alg-p8-w100-r 20 10 10 51.919 197.621 9.887 False False
NewHybroVsNorbert2/00010_00000066.txt timeLimit1200-Alg-p8-w100-r 20 10 9 14.707 55.365 3.423 False False
NewHybroVsNorbert2/00010_00000067.txt timeLimit1200-Alg-p8-w100-r 21 10 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00010_00000068.txt timeLimit1200-Alg-p8-w100-r 20 10 9 3.907 14.608 0.912 False False
NewHybroVsNorbert2/00010_00000069.txt timeLimit1200-Alg-p8-w100-r 20 10 10 580.175 2221.311 98.287 False False
NewHybroVsNorbert2/00010_00000070.txt timeLimit1200-Alg-p8-w100-r 20 10 9 9.385 35.66 1.839 False False
NewHybroVsNorbert2/00010_00000071.txt timeLimit1200-Alg-p8-w100-r 20 10 10 0.047 0.047 0.03 False False
NewHybroVsNorbert2/00010_00000072.txt timeLimit1200-Alg-p8-w100-r 20 10 11 519.525 1983.434 93.794 False False
NewHybroVsNorbert2/00020_00000001.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.025 0.0 0.004 False False
NewHybroVsNorbert2/00020_00000002.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.006 0.003 0.005 False False
NewHybroVsNorbert2/00020_00000003.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.009 0.004 0.0 False False
NewHybroVsNorbert2/00020_00000004.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.014 0.006 0.011 False False
NewHybroVsNorbert2/00020_00000005.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.014 0.021 0.007 False False
NewHybroVsNorbert2/00020_00000006.txt timeLimit1200-Alg-p8-w100-r 20 1 -20 0.003 0.001 0.0 False True
NewHybroVsNorbert2/00020_00000007.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.004 0.005 0.0 False False
NewHybroVsNorbert2/00020_00000008.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.006 0.005 0.005 False False
NewHybroVsNorbert2/00020_00000009.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.004 0.003 0.0 False False
NewHybroVsNorbert2/00020_00000010.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.004 0.0 0.004 False False
NewHybroVsNorbert2/00020_00000011.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00020_00000012.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.005 0.0 0.005 False False
NewHybroVsNorbert2/00020_00000013.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.004 0.0 0.004 False False
NewHybroVsNorbert2/00020_00000014.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.019 0.004 0.026 False False
NewHybroVsNorbert2/00020_00000015.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.01 0.004 0.013 False False
NewHybroVsNorbert2/00020_00000016.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.005 0.006 0.0 False False
NewHybroVsNorbert2/00020_00000017.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.007 0.008 0.008 False False
NewHybroVsNorbert2/00020_00000018.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.004 0.003 0.0 False False
NewHybroVsNorbert2/00020_00000019.txt timeLimit1200-Alg-p8-w100-r 20 15 4 0.025 0.019 0.022 False False
NewHybroVsNorbert2/00020_00000020.txt timeLimit1200-Alg-p8-w100-r 20 16 4 0.007 0.014 0.0 False False
NewHybroVsNorbert2/00020_00000021.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.01 0.007 0.021 False False
NewHybroVsNorbert2/00020_00000022.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.005 0.007 0.0 False False
NewHybroVsNorbert2/00020_00000023.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.014 0.019 0.013 False False
NewHybroVsNorbert2/00020_00000024.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.005 0.003 0.003 False False
NewHybroVsNorbert2/00020_00000025.txt timeLimit1200-Alg-p8-w100-r 20 16 4 0.01 0.005 0.016 False False
NewHybroVsNorbert2/00020_00000026.txt timeLimit1200-Alg-p8-w100-r 20 16 4 0.014 0.024 0.016 False False
NewHybroVsNorbert2/00020_00000027.txt timeLimit1200-Alg-p8-w100-r 20 8 3 0.008 0.003 0.013 False False
NewHybroVsNorbert2/00020_00000028.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.01 0.015 0.011 False False
NewHybroVsNorbert2/00020_00000029.txt timeLimit1200-Alg-p8-w100-r 20 4 2 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00020_00000030.txt timeLimit1200-Alg-p8-w100-r 20 16 4 0.025 0.055 0.022 False False
NewHybroVsNorbert2/00020_00000031.txt timeLimit1200-Alg-p8-w100-r 20 16 4 0.012 0.026 0.004 False False
NewHybroVsNorbert2/00020_00000032.txt timeLimit1200-Alg-p8-w100-r 20 20 5 0.117 0.402 0.052 False False
NewHybroVsNorbert2/00020_00000033.txt timeLimit1200-Alg-p8-w100-r 20 20 5 0.035 0.104 0.015 False False
NewHybroVsNorbert2/00020_00000034.txt timeLimit1200-Alg-p8-w100-r 20 20 6 0.073 0.209 0.068 False False
NewHybroVsNorbert2/00020_00000035.txt timeLimit1200-Alg-p8-w100-r 20 20 5 0.006 0.0 0.009 False False
NewHybroVsNorbert2/00020_00000036.txt timeLimit1200-Alg-p8-w100-r 20 16 4 0.007 0.006 0.009 False False
NewHybroVsNorbert2/00020_00000037.txt timeLimit1200-Alg-p8-w100-r 20 20 7 0.339 1.225 0.115 False False
NewHybroVsNorbert2/00020_00000038.txt timeLimit1200-Alg-p8-w100-r 20 20 5 0.034 0.089 0.034 False False
NewHybroVsNorbert2/00020_00000039.txt timeLimit1200-Alg-p8-w100-r 20 20 7 1.098 4.197 0.176 False False
NewHybroVsNorbert2/00020_00000040.txt timeLimit1200-Alg-p8-w100-r 20 20 7 0.331 1.136 0.171 False False
NewHybroVsNorbert2/00020_00000041.txt timeLimit1200-Alg-p8-w100-r 20 20 6 0.035 0.087 0.027 False False
NewHybroVsNorbert2/00020_00000042.txt timeLimit1200-Alg-p8-w100-r 20 20 6 0.204 0.667 0.128 False False
NewHybroVsNorbert2/00020_00000043.txt timeLimit1200-Alg-p8-w100-r 20 20 6 0.232 0.728 0.18 False False
NewHybroVsNorbert2/00020_00000044.txt timeLimit1200-Alg-p8-w100-r 20 20 5 0.046 0.102 0.034 False False
NewHybroVsNorbert2/00020_00000045.txt timeLimit1200-Alg-p8-w100-r 20 20 7 1.031 3.826 0.279 False False
NewHybroVsNorbert2/00020_00000046.txt timeLimit1200-Alg-p8-w100-r 20 20 8 6.727 25.671 1.212 False False
NewHybroVsNorbert2/00020_00000047.txt timeLimit1200-Alg-p8-w100-r 20 20 7 3.446 11.847 0.563 False False
NewHybroVsNorbert2/00020_00000048.txt timeLimit1200-Alg-p8-w100-r 20 20 7 0.461 1.498 0.116 False False
NewHybroVsNorbert2/00020_00000049.txt timeLimit1200-Alg-p8-w100-r 20 20 9 90.201 345.1 15.548 False False
NewHybroVsNorbert2/00020_00000050.txt timeLimit1200-Alg-p8-w100-r 20 20 9 42.679 162.667 7.95 False False
NewHybroVsNorbert2/00020_00000051.txt timeLimit1200-Alg-p8-w100-r 20 20 7 0.848 3.074 0.3 False False
NewHybroVsNorbert2/00020_00000052.txt timeLimit1200-Alg-p8-w100-r 20 20 9 74.452 283.746 13.933 False False
NewHybroVsNorbert2/00020_00000053.txt timeLimit1200-Alg-p8-w100-r 20 20 7 0.938 3.495 0.24 False False
NewHybroVsNorbert2/00020_00000054.txt timeLimit1200-Alg-p8-w100-r 20 20 6 0.425 0.542 0.087 False False
NewHybroVsNorbert2/00020_00000055.txt timeLimit1200-Alg-p8-w100-r 20 20 7 2.152 8.212 0.344 False False
NewHybroVsNorbert2/00020_00000056.txt timeLimit1200-Alg-p8-w100-r 20 20 9 79.203 301.252 15.417 False False
NewHybroVsNorbert2/00020_00000057.txt timeLimit1200-Alg-p8-w100-r 20 20 8 5.259 20.004 1.0 False False
NewHybroVsNorbert2/00020_00000058.txt timeLimit1200-Alg-p8-w100-r 20 20 8 8.898 33.146 2.02 False False
NewHybroVsNorbert2/00020_00000059.txt timeLimit1200-Alg-p8-w100-r 20 20 9 11.057 41.814 2.376 False False
NewHybroVsNorbert2/00020_00000060.txt timeLimit1200-Alg-p8-w100-r 20 20 8 13.803 52.845 2.327 False False
NewHybroVsNorbert2/00020_00000061.txt timeLimit1200-Alg-p8-w100-r 20 20 8 3.765 13.98 1.051 False False
NewHybroVsNorbert2/00020_00000062.txt timeLimit1200-Alg-p8-w100-r 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000063.txt timeLimit1200-Alg-p8-w100-r 20 20 9 7.826 29.671 1.512 False False
NewHybroVsNorbert2/00020_00000064.txt timeLimit1200-Alg-p8-w100-r 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000065.txt timeLimit1200-Alg-p8-w100-r 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000066.txt timeLimit1200-Alg-p8-w100-r 20 20 9 53.971 207.505 8.107 False False
NewHybroVsNorbert2/00020_00000067.txt timeLimit1200-Alg-p8-w100-r 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000068.txt timeLimit1200-Alg-p8-w100-r 20 20 10 113.937 433.708 21.541 False False
NewHybroVsNorbert2/00020_00000069.txt timeLimit1200-Alg-p8-w100-r 20 20 5 0.045 0.069 0.008 False False
NewHybroVsNorbert2/00020_00000070.txt timeLimit1200-Alg-p8-w100-r 20 20 9 16.063 61.569 2.593 False False
NewHybroVsNorbert2/00020_00000071.txt timeLimit1200-Alg-p8-w100-r 21 20 -21 9999 9999 9999 True False
